tab 	er_locations
plate_block	location_type	er_citation_names	continent_ocean	country	location_begin_lon	er_location_name	location_end_lat	location_begin_lat	location_end_lon
Laurentia	Land Section	This study	North America	Canada	272.34	Simpson Island	48.7363	48.8122	272.30
>>>>>>>>>>
tab 	er_samples
sample_dip	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_lat	er_location_name	sample_type	magic_method_codes	sample_azimuth	sample_lon	sample_class
This study	0.5	SI1(11.8 to 26.4)	SI1-14.9	-68	8	Simpson Island	T	0.02	74.90	SI1-14.9-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.1	SI1(28.3 to 29.2)	SI1-28.68	-64.1	7	Simpson Island	T	0.03	141.30	SI1-28.68-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.1	SI1(28.3 to 29.2)	SI1-28.68	-64	7	Simpson Island	T	0.03	114.20	SI1-28.68-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.6	SI1(28.3 to 29.2)	SI1-28.7	-65.8	7	Simpson Island	T	0.03	136.90	SI1-28.7-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.6	SI1(28.3 to 29.2)	SI1-28.7	-64.6	7	Simpson Island	T	0.03	108.60	SI1-28.7-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(28.3 to 29.2)	SI1-28.8	-65.9	7	Simpson Island	T	0.03	158.40	SI1-28.8-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(28.3 to 29.2)	SI1-28.8	-69.3	7	Simpson Island	T	0.03	127.50	SI1-28.8-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(28.3 to 29.2)	SI1-28.9	-71	7	Simpson Island	T	0.03	145.40	SI1-28.9-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(28.3 to 29.2)	SI1-28.9	-70.6	7	Simpson Island	T	0.03	107.00	SI1-28.9-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(28.3 to 29.2)	SI1-29.0	-63.3	7	Simpson Island	T	0.03	144.00	SI1-29.0-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(28.3 to 29.2)	SI1-29.0	-64	7	Simpson Island	T	0.03	117.50	SI1-29.0-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI1(28.3 to 29.2)	SI1-29.1	-71.2	7	Simpson Island	T	0.035	123.30	SI1-29.1-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI1(28.3 to 29.2)	SI1-29.1	-66.5	7	Simpson Island	T	0.035	91.30	SI1-29.1-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(28.3 to 29.2)	SI1-29.2	-68.3	7	Simpson Island	T	0.035	133.90	SI1-29.2-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(28.3 to 29.2)	SI1-29.2	-66.1	7	Simpson Island	T	0.035	102.90	SI1-29.2-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(29.2 to 29.7)	SI1-29.15	-71	7	Simpson Island	T	0.04	77.80	SI1-29.15-D	0.145	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(29.2 to 29.7)	SI1-29.15	-59.9	7	Simpson Island	T	0.04	62.50	SI1-29.15-D	0.145	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(29.2 to 29.7)	SI1-29.24	-71.7	8	Simpson Island	T	0.03	137.20	SI1-29.24-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(29.2 to 29.7)	SI1-29.24	-69.4	8	Simpson Island	T	0.03	100.00	SI1-29.24-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(29.2 to 29.7)	SI1-29.25	-69.9	6	Simpson Island	T	0.04	125.40	SI1-29.25-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(29.2 to 29.7)	SI1-29.25	-65.7	6	Simpson Island	T	0.04	94.50	SI1-29.25-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(29.2 to 29.7)	SI1-29.4	-65.6	7	Simpson Island	T	0.03	131.50	SI1-29.4-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(29.2 to 29.7)	SI1-29.4	-63.3	7	Simpson Island	T	0.03	104.30	SI1-29.4-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	3.4	SI1(33.3 to 37.1)	SI1-33.4	-71.6	5	Simpson Island	T	0.04	99.70	SI1-33.4a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	3.4	SI1(33.3 to 37.1)	SI1-33.4	-63	5	Simpson Island	T	0.04	75.60	SI1-33.4a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(33.3 to 37.1)	SI1-34.2	-77	8	Simpson Island	T	0.02	169.70	SI1-34.2a	0.17	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(33.3 to 37.1)	SI1-34.2	-79.4	8	Simpson Island	T	0.02	104.40	SI1-34.2a	0.17	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(33.3 to 37.1)	SI1-34.7	-72.5	10	Simpson Island	T	0.02	124.10	SI1-34.7a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(33.3 to 37.1)	SI1-34.7	-67.7	10	Simpson Island	T	0.02	89.80	SI1-34.7a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI1(33.3 to 37.1)	SI1-34.75	-68.9	8	Simpson Island	T	0.03	130.00	SI1-34.75a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI1(33.3 to 37.1)	SI1-34.75	-65.7	8	Simpson Island	T	0.03	99.40	SI1-34.75a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI1(33.3 to 37.1)	SI1-34.8	-66.2	8	Simpson Island	T	0.03	128.10	SI1-34.8a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI1(33.3 to 37.1)	SI1-34.8	-63.2	8	Simpson Island	T	0.03	101.00	SI1-34.8a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(40.6 to 42.5)	SI1-40.9	-80.6	5	Simpson Island	T	0.025	149.30	SI1-40.9a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(40.6 to 42.5)	SI1-40.9	-77.2	5	Simpson Island	T	0.025	80.50	SI1-40.9a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(40.6 to 42.5)	SI1-40.95	-78.2	7	Simpson Island	T	0.025	148.50	SI1-40.95a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(40.6 to 42.5)	SI1-40.95	-75.9	7	Simpson Island	T	0.025	89.90	SI1-40.95a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(40.6 to 42.5)	SI1-40.96	-79.4	7	Simpson Island	T	0.025	141.10	SI1-40.96a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(40.6 to 42.5)	SI1-40.96	-75.2	7	Simpson Island	T	0.025	82.70	SI1-40.96a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(40.6 to 42.5)	SI1-41	-78.3	6	Simpson Island	T	0.025	124.10	SI1-41a	0.07	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(40.6 to 42.5)	SI1-41	-72	6	Simpson Island	T	0.025	79.10	SI1-41a	0.07	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(40.6 to 42.5)	SI1-41.1	-76.4	6	Simpson Island	T	0.025	137.40	SI1-41.1a	0.07	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(40.6 to 42.5)	SI1-41.1	-72.9	6	Simpson Island	T	0.025	90.00	SI1-41.1a	0.07	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(40.6 to 42.5)	SI1-41.15	-71.7	7	Simpson Island	T	0.025	120.00	SI1-41.15a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(40.6 to 42.5)	SI1-41.15	-66.2	7	Simpson Island	T	0.025	88.50	SI1-41.15a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI1(40.6 to 42.5)	SI1-43.19	-74.6	8	Simpson Island	T	0.02	129.80	SI1-43.19-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI1(40.6 to 42.5)	SI1-43.19	-70.3	8	Simpson Island	T	0.02	89.80	SI1-43.19-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	2.6	SI1(40.6 to 42.5)	SI1-43.2	-75.1	7	Simpson Island	T	0.02	109.80	SI1-43.2-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	2.6	SI1(40.6 to 42.5)	SI1-43.2	-67.6	7	Simpson Island	T	0.02	77.40	SI1-43.2-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI1(40.6 to 42.5)	SI1-43.4	-69.1	7	Simpson Island	T	0.03	96.40	SI1-43.4-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI1(40.6 to 42.5)	SI1-43.4	-60.2	7	Simpson Island	T	0.03	75.80	SI1-43.4-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	2	SI1(40.6 to 42.5)	SI1-43.51	-69.4	6	Simpson Island	T	0.03	93.60	SI1-43.51-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	2	SI1(40.6 to 42.5)	SI1-43.51	-60.2	6	Simpson Island	T	0.03	73.80	SI1-43.51-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(40.6 to 42.5)	SI1-43.6	-71.2	6	Simpson Island	T	0.03	108.10	SI1-43.6-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.4	SI1(40.6 to 42.5)	SI1-43.6	-63.7	6	Simpson Island	T	0.03	81.50	SI1-43.6-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	2	SI1(40.6 to 42.5)	SI1-43.61	-67.8	6	Simpson Island	T	0.03	90.80	SI1-43.61-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	2	SI1(40.6 to 42.5)	SI1-43.61	-58.4	6	Simpson Island	T	0.03	72.80	SI1-43.61-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	7.3	SI1(58.1 to 64.1)	SI1-61.1	-61.1	8	Simpson Island	T	0.035	101.90	SI1-61.1-D	0.145	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	7.3	SI1(58.1 to 64.1)	SI1-61.1	-53.5	8	Simpson Island	T	0.035	85.00	SI1-61.1-D	0.145	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	5	SI1(58.1 to 64.1)	SI1-61.15	-67	5	Simpson Island	T	0.02	105.30	SI1-61.15-D	0.05	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	5	SI1(58.1 to 64.1)	SI1-61.15	-59.6	5	Simpson Island	T	0.02	83.60	SI1-61.15-D	0.05	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	2.9	SI1(58.1 to 64.1)	SI1-61.2	-79.7	6	Simpson Island	T	0.03	100.90	SI1-61.2-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	2.9	SI1(58.1 to 64.1)	SI1-61.2	-70.1	6	Simpson Island	T	0.03	66.10	SI1-61.2-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(58.1 to 64.1)	SI1-61.73	-70.8	8	Simpson Island	T	0.02	143.70	SI1-61.73-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(58.1 to 64.1)	SI1-61.73	-70	8	Simpson Island	T	0.02	106.40	SI1-61.73-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.1	SI1(58.1 to 64.1)	SI1-61.78	-71.6	8	Simpson Island	T	0.02	123.00	SI1-61.78-D	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.1	SI1(58.1 to 64.1)	SI1-61.78	-66.7	8	Simpson Island	T	0.02	90.60	SI1-61.78-D	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI1(87.6 to 88.5)	SI1-88.25	-76.2	6	Simpson Island	T	0.05	137.90	SI1-88.25-D	0.145	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI1(87.6 to 88.5)	SI1-88.25	-72.8	6	Simpson Island	T	0.05	90.90	SI1-88.25-D	0.145	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI1(87.6 to 88.5)	SI1-88.35	-77.8	6	Simpson Island	T	0.05	137.90	SI1-88.35-D	0.145	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.2	SI1(87.6 to 88.5)	SI1-88.35	-73.8	6	Simpson Island	T	0.05	86.70	SI1-88.35-D	0.145	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI1(87.6 to 88.5)	SI1-88.37	-72.9	7	Simpson Island	T	0.03	139.90	SI1-88.37-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI1(87.6 to 88.5)	SI1-88.37	-70.9	7	Simpson Island	T	0.03	99.60	SI1-88.37-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(87.6 to 88.5)	SI1-88.4	-75.9	7	Simpson Island	T	0.035	124.90	SI1-88.4-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(87.6 to 88.5)	SI1-88.4	-70.4	7	Simpson Island	T	0.035	84.50	SI1-88.4-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(87.6 to 88.5)	SI1-88.43	-75.6	7	Simpson Island	T	0.035	127.10	SI1-88.43-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(87.6 to 88.5)	SI1-88.43	-70.6	7	Simpson Island	T	0.035	86.30	SI1-88.43-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-88.9	-76	7	Simpson Island	T	0.035	137.70	SI1-88.9-D	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-88.9	-72.7	7	Simpson Island	T	0.035	91.20	SI1-88.9-D	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-88.55	-75.2	7	Simpson Island	T	0.02	142.30	SI1-88.55-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-88.55	-73	7	Simpson Island	T	0.02	95.70	SI1-88.55-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-88.93	-72.9	7	Simpson Island	T	0.02	129.50	SI1-88.93-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-88.93	-68.9	7	Simpson Island	T	0.02	92.80	SI1-88.93-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-88.97	-79.5	7	Simpson Island	T	0.02	134.70	SI1-88.97-D	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-88.97	-74.3	7	Simpson Island	T	0.02	80.10	SI1-88.97-D	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-89.0	-71.5	7	Simpson Island	T	0.03	134.80	SI1-89.0-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(88.5 to 89.2)	SI1-89.0	-68.8	7	Simpson Island	T	0.03	98.70	SI1-89.0-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI1(88.5 to 89.2)	SI1-89.15	-71.7	7	Simpson Island	T	0.03	104.70	SI1-89.15-D	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI1(88.5 to 89.2)	SI1-89.15	-63.9	7	Simpson Island	T	0.03	78.70	SI1-89.15-D	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI1(89.2 to 91.5)	SI1-89.25	-71.4	14	Simpson Island	T	0.005	139.20	SI1-89.25-A	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI1(89.2 to 91.5)	SI1-89.25	-69.6	14	Simpson Island	T	0.005	102.00	SI1-89.25-A	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI1(89.2 to 91.5)	SI1-89.92	-66.1	16	Simpson Island	T	0.005	119.40	SI1-89.92-A	0.14	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1	SI1(89.2 to 91.5)	SI1-89.92	-61.4	16	Simpson Island	T	0.005	94.60	SI1-89.92-A	0.14	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI1(89.2 to 91.5)	SI1-90.0	-67.9	16	Simpson Island	T	0.005	114.20	SI1-90.0-A	0.14	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI1(89.2 to 91.5)	SI1-90.0	-62	16	Simpson Island	T	0.005	89.00	SI1-90.0-A	0.14	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI1(89.2 to 91.5)	SI1-90.05	-72.8	16	Simpson Island	T	0.005	112.80	SI1-90.05-A	0.14	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.9	SI1(89.2 to 91.5)	SI1-90.05	-66	16	Simpson Island	T	0.005	82.40	SI1-90.05-A	0.14	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(89.2 to 91.5)	SI1-91.1	-84.7	16	Simpson Island	T	0.005	106.00	SI1-91.1-A	0.14	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(89.2 to 91.5)	SI1-91.1	-74.3	16	Simpson Island	T	0.005	56.40	SI1-91.1-A	0.14	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(89.2 to 91.5)	SI1-91.2	-51.4	16	Simpson Island	T	0.005	141.50	SI1-91.2-A	0.14	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(89.2 to 91.5)	SI1-91.2	-52.7	16	Simpson Island	T	0.005	124.70	SI1-91.2-A	0.14	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI1(91.5 to 92.6)	SI1-91.6	-76	15	Simpson Island	T	0.003	105.70	SI1-91.6-A	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.3	SI1(91.5 to 92.6)	SI1-91.6	-67.6	15	Simpson Island	T	0.003	74.10	SI1-91.6-A	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(91.5 to 92.6)	SI1-91.61	-74	15	Simpson Island	T	0.003	121.10	SI1-91.61-A	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(91.5 to 92.6)	SI1-91.61	-68.3	15	Simpson Island	T	0.003	85.70	SI1-91.61-A	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(91.5 to 92.6)	SI1-91.64	-76.2	15	Simpson Island	T	0.003	127.30	SI1-91.64-A	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(91.5 to 92.6)	SI1-91.64	-71	15	Simpson Island	T	0.003	85.20	SI1-91.64-A	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(91.5 to 92.6)	SI1-91.67	-73.3	15	Simpson Island	T	0.003	129.80	SI1-91.67-A	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(91.5 to 92.6)	SI1-91.67	-69.3	15	Simpson Island	T	0.003	92.20	SI1-91.67-A	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(91.5 to 92.6)	SI1-91.75	-76	15	Simpson Island	T	0.003	126.20	SI1-91.75-A	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(91.5 to 92.6)	SI1-91.75	-70.7	15	Simpson Island	T	0.003	85.10	SI1-91.75-A	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI1(91.5 to 92.6)	SI1-92.0	-71.8	15	Simpson Island	T	0.003	102.40	SI1-92.0-A	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI1(91.5 to 92.6)	SI1-92.0	-63.6	15	Simpson Island	T	0.003	77.10	SI1-92.0-A	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(94.3 to 94.9)	SI1-94.57	-78.1	7	Simpson Island	T	0.015	139.90	SI1-94.57a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.4	SI1(94.3 to 94.9)	SI1-94.57	-74.3	7	Simpson Island	T	0.015	86.60	SI1-94.57a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.3	SI1(94.3 to 94.9)	SI1-94.6	-73.9	7	Simpson Island	T	0.015	151.70	SI1-94.6a	0.06	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.3	SI1(94.3 to 94.9)	SI1-94.6	-73.9	7	Simpson Island	T	0.015	105.10	SI1-94.6a	0.06	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.5	SI1(94.3 to 94.9)	SI1-94.67	-72.9	7	Simpson Island	T	0.03	157.20	SI1-94.67a	0.09	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	1.5	SI1(94.3 to 94.9)	SI1-94.67	-74.5	7	Simpson Island	T	0.03	111.70	SI1-94.67a	0.09	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(94.3 to 94.9)	SI1-94.7	-76.4	7	Simpson Island	T	0.04	119.20	SI1-94.7a	0.1	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.2	SI1(94.3 to 94.9)	SI1-94.7	-69.9	7	Simpson Island	T	0.04	80.60	SI1-94.7a	0.1	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(94.3 to 94.9)	SI1-94.8	-79	7	Simpson Island	T	0.03	156.10	SI1-94.8a	0.09	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.7	SI1(94.3 to 94.9)	SI1-94.8	-77.6	7	Simpson Island	T	0.03	89.40	SI1-94.8a	0.09	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(94.9 to 96.6)	SI1-95	-80.3	8	Simpson Island	T	0.02	143.60	SI1-95a	0.08	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(94.9 to 96.6)	SI1-95	-76.4	8	Simpson Island	T	0.02	80.10	SI1-95a	0.08	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI1(94.9 to 96.6)	SI1-96	-80.7	8	Simpson Island	T	0.04	130.00	SI1-96a	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.5	SI1(94.9 to 96.6)	SI1-96	-74.3	8	Simpson Island	T	0.04	74.80	SI1-96a	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(94.9 to 96.6)	SI1-96.02	-77.3	8	Simpson Island	T	0.04	130.00	SI1-96.02a	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(94.9 to 96.6)	SI1-96.02	-72.2	8	Simpson Island	T	0.04	84.20	SI1-96.02a	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(94.9 to 96.6)	SI1-96.04	-78.8	8	Simpson Island	T	0.04	146.00	SI1-96.04a	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.8	SI1(94.9 to 96.6)	SI1-96.04	-75.8	8	Simpson Island	T	0.04	87.00	SI1-96.04a	0.12	100	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
This study	0.6	SI1(94.9 to 96.6)	SI1-96.1	-82.7	8	Simpson Island	T	0.04	132.90	SI1-96.1a	0.12	0	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4
